collateralAmount,collateralReserve,pool,principalAmount,principalReserve,timestamp,user,type,priceUSDTCollateral,reservePriceETHPrincipal,reservePriceUSDPrincipal,reservePriceETHCollateral,reservePriceUSDCollateral,amountUSDPincipal,amountUSDCollateral,liquidator,amountETHPincipal,amountETHCollateral,amountUSDPrincipal,principalCollateralStability,principalStability,collateralStability
718871351320271271223,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,13013223621979529404785,DAI,1624183978,0xf72a2caa677b90b0ae449af1318f1b80344ae97c,liquidation,467133276185099.0,469555000000000.0,1.0051842245850655,9350027132470762.0,20.015759118744228,1.308068709581155e+22,1.4388755805392704e+22,,,,,,,
255560984718803041977,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,6914631483627705226255,DAI,1621441148,0xac888de5d26d24770ff49539e9369a66c5c41710,liquidation,376186216178696.0,374200000000000.0,0.9947201250517044,1.113707013776984e+16,29.60520523824697,6.878123094080603e+21,7.565935403488663e+21,,,,,,,
24251527,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,3770139228414904320,WETH,1620079632,0x8e10d38347ccb1abcb3017f0dcf29fd6eb38993c,liquidation,301270000000000.0,,,1.710058522e+19,56761.65970723935,,1376556922954.9272,,,,,,,
1761291990769070985,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,5095446365703497613496,ENJ,1613036835,0x09f1b4c0a59494f2c695924bcc4b9ce698f22233,liquidation,572665501036116.0,572665501036116.0,1.7395671355896598,,,8.863871038937575e+21,,,,,,,,
4525588,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1505184995,USDT,1621677862,0x72c15524d5a784bf8913a683b4b011df80e7ad01,liquidation,428220672228793.0,428220672228793.0,1.0,1.56666149940132e+19,36585.37761026801,1505184995.0,165570345888.4976,,,,,,,
387121771047336751,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,833945715895642553533,TUSD,1621846240,0x0bf66bed1971055c5df68946d5ad094d0a9901b7,liquidation,441520000000000.0,442100000000000.0,1.0013136437760464,,,8.350412234948894e+20,,,,,,,,
33917352953044683749,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,684410115913036522466,DAI,1623433993,0x6f7ddf630133b0d7fae1780dcab021b4a13bb090,liquidation,418940000000000.0,418700000000000.0,0.9994271256027116,9293731368790994.0,22.18391981856828,6.840180348803847e+20,7.524198383684232e+20,,,,,,,
42174344713745044678,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,90301354731382846605122,DAI,1624031382,0x8877889ff4a0fa0415d7572cbc871ede200e2f78,liquidation,445492379957603.0,444800000000000.0,0.998445809650731,,,9.01610092373334e+22,,,,,,,,
84233085,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,34608643937,USDT,1614081052,0x8e438c48f5a52b1b118d5fee3f791939081e5e8f,liquidation,712917410101757.0,712917410101757.0,1.0,3.222061175e+19,45195.43399199782,34608643937.0,3806950833059.842,,,,,,,
1510205573702918410,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2620984254,USDT,1621786949,0x408054d6a13775fd3f916f8aa13df6bccdd0505e,liquidation,548759886817011.0,548759886817011.0,1.0,,,2620984254.0,,,,,,,,
1803418,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,505112000,USDT,1624694837,0x56aa9501e5f70a17dcd1405315f1f0c327491a1e,liquidation,568332144573764.0,568332144573764.0,1.0,1.751e+19,30809.448607085375,505112000.0,55562314188.0927,,,,,,,
13754655410893172725,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,28209908265,USDC,1624041710,0xb18e3d8e374f2ff5142fa81384e337ebd1a9a9fa,liquidation,462130000000000.0,464364211923050.0,1.0048345961591978,,,28346291779.14929,,,,,,,,
127353887276169910382,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,267372800986,USDT,1621472220,0x506bf27c20d5e1608c43f044d9cf982fb0164123,liquidation,453634086961022.0,453634086961022.0,1.0,,,267372800986.0,,,,,,,,
18622680094380677058,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,32031001434274391629641,DAI,1621787394,0x67f3d16a91991cf169920f1e79f78e66708da328,liquidation,554473597638100.0,553710000000000.0,0.9986228422032128,,,3.198688969091028e+22,,,,,,,,
93723675967177053566,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2166118369,USDC,1614103025,0x95bab1cc1784e4be6dd48f84f622da3594e4a45b,liquidation,648780000000000.0,650146977516964.0,1.0021069970050926,1.6528639386963688e+16,25.476493398322525,2170682373.916159,2.3877506120443054e+21,,,,,,,
13383010482377425403,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,30301963920995314020350,BUSD,1621625562,0x01acb3804ba9c42111c6e9c127831eb486ca1ac7,liquidation,419070605520544.0,420623702878207.0,1.0037060517659877,,,3.041426456789761e+22,,,,,,,,
623510385860027594,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,131723,GUSD,1622334901,0x32e381a28138b1863260be1abe4e528dc192a864,liquidation,447250000000000.0,445695355049237.0,0.9965239911665444,,,131265.12968843072,,,,,,,,
47886080887071420000,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,155174519636,USDC,1620360374,0xf925797f64bd7083b65cc157aea3005c8c4231cb,liquidation,291980000000000.0,293900000000000.0,1.0065757928625247,,,156194915134.66812,,,,,,,,
7208410,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2371974966032126192380,DAI,1624032686,0xfd8537b475b80f6579addef5870008a0fbe76d16,liquidation,450107128372819.0,449811295147069.0,0.9993427492987738,1.628147008041008e+19,36172.433303309765,2.3704159838224106e+21,260745729947.91116,,,,,,,
2563265496304896547,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,8445323581872593751110,DAI,1621192334,0x6d5245246c4c1f916e6db62f31757692186c4a55,liquidation,287000000000000.0,289060000000000.0,1.007177700348432,,,8.505941583888823e+21,,,,,,,,
24179113,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,10348030503503246467176,TUSD,1614104023,0x001a642d2095f8864d0f9a256ada847bb2e19520,liquidation,655000000000000.0,653999071265616.0,0.998471864527658,3.0788402e+19,47005.19389312977,1.0332217311021966e+22,1136543894728.8943,,,,,,,
11080171874870428552,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,184437210,USDT,1624423632,0xd75714693d370e68b3c807207d8aeecc5fa5e04d,liquidation,499133289896651.0,499133289896651.0,1.0,9139264958244128.0,18.31026930729561,184437210.0,2.02880931e+20,,,,,,,
330806140093118674,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,389151939811,AMPL,1627186299,0xb008758a6dfbad027b87ff6586973abbeda2c515,liquidation,461832493051856.0,809589865871833.0,1.7529945988034448,,,682181248602.5663,,,,,,,,
296809754132978173121,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,5930423916,USDC,1621754427,0x983e07cc879b9e56023db4f6ab766fcdb13b682e,liquidation,456859532115817.0,457900000000000.0,1.002277434990498,1.0064006255373086e+16,22.02866646727159,5943930070.934784,6.538323078028263e+21,,,,,,,
26190431,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,8654333922,USDC,1621469008,0x1ddec84d61d605baf4aa0754e55a5235ec7c90be,liquidation,406644124895552.0,406862339026564.0,1.0005366218707037,1.4788739938763897e+19,36367.76983452654,8658978026.858915,952487566475.0488,,,,,,,
11826204711561496759,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,29832738534324957707259,DAI,1621427244,0x10b4c1fbcc63e90b8747c6f4f7b072b516c7d439,liquidation,378519089716435.0,377540000000000.0,0.9974133676661632,,,2.9755572208225177e+22,,,,,,,,
1913419,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,558356771,USDT,1624297506,0x72180fb77ea786abad79041eded0e2d2be5ef751,liquidation,519200000000000.0,519200000000000.0,1.0,1.6665911611191947e+19,32099.21342679497,558356771.0,61419244855.884605,,,,,,,
2180510352651115838,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,4810199307,USDC,1623564111,0x7b49af3ffc9f5b50bd96174092b411278a15c6fd,liquidation,429737590993069.0,431723592681977.0,1.00462142882199,,,4832429300.716887,,,,,,,,
401109111039766500,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,792434039,USDT,1621811758,0x9c271e995550a2e6ce28336d8721f1b360a50b5c,liquidation,482070000000000.0,482070000000000.0,1.0,,,792434039.0,,,,,,,,
12997049,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,4636118243,USDC,1621488444,0xea6253adee8f58051ca0b11aa56e4f0524c7107e,liquidation,382837727424679.0,384580122059779.0,1.004551261566672,1.509e+19,39416.17797574265,4657218429.777913,512293996543.448,,,,,,,
1167670611067498170481,CRV,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2990438097,USDC,1616541758,0xf3c9a9c1c5370e989805d7c13a1559678a8bb3ac,liquidation,598820000000000.0,598825000000000.0,1.0000083497545171,1763649301380238.0,2.945207744197318,2990463066.424009,3.43903252638761e+21,,,,,,,
5938097849147644852,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,11614664605,USDT,1618746926,0x991eec08688a1a0190a8c29fd15defad2a1bc34f,liquidation,486913008445199.0,486913008445199.0,1.0,,,11614664604.999998,,,,,,,,
12228140870171909999,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,197978540510787198152,DAI,1624487725,0x72b72504fe94596b89f223ff3976bc23a668e14c,liquidation,513645923029109.0,517492349696698.0,1.007488478921249,9216251213232124.0,17.942810017611738,1.9946109863826188e+20,2.1940720850208807e+20,,,,,,,
292059036024522627,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,466940981709708900000,DAI,1615194963,0x9ba7010b6d72cd5c9127c45557c4e2a436db7638,liquidation,592710000000000.0,595688692523932.0,1.005025547947448,,,4.692876160019196e+20,,,,,,,,
27976910,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,8779719644494356290092,BUSD,1621759675,0xac53d8ff2fc0d6060710e543caf54e940f86d3f1,liquidation,482500000000000.0,481985380502067.0,0.9989334310923668,1.6638242604905509e+19,34483.40436249846,8.770355468503802e+21,964739100343.2268,,,,,,,
2155097462040211043,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,4393764859,USDT,1624183885,0x510a93aa831fe2731488957f96e95da9b081639d,liquidation,467133276185099.0,467133276185099.0,1.0,,,4393764859.0,,,,,,,,
32821985548463088125,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,609927510,USDC,1621818450,0xf2cdaa846306187cb60a79d26d620dc3e4aa7a78,liquidation,469800000000000.0,468202809767034.0,0.9966002762176118,9570620000000000.0,20.37169008088548,607853924.9387202,6.686393174325921e+20,,,,,,,
1125637407293339822138,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,26063645850260841730338,DAI,1616617922,0xa0181a7d77a4cb73c5f252c30baf085da0fae1ab,liquidation,624380000000000.0,628778274666100.0,1.0070442273392806,1.601499699579632e+16,25.64943943719581,2.6247244096920577e+22,2.887196850661263e+22,,,,,,,
2098812153780721885,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,3587924678943838371664,DAI,1621788775,0xb4a9d90d0ba7ccb0a86bb75b3a884dd4f7313ef2,liquidation,551350000000000.0,557110000000000.0,1.0104470844291285,,,3.6254080309901184e+21,,,,,,,,
389985255738799127002,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,5575606971,USDT,1624364933,0x423ac3ef3b3faf31c076ebe56056ab465d7a5f2d,liquidation,550005000000000.0,550005000000000.0,1.0,8649744659969046.0,15.726665502984602,5575606971.0,6.133167668099999e+21,,,,,,,
408706026175996167,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,748756555433936355815,DAI,1624301323,0xdf67361193d52ee42cb759eb98ce2c7978dd440e,liquidation,513880025588555.0,519853658213044.0,1.0116245666829478,,,7.574605259418725e+20,,,,,,,,
3895100170672751548044,XSUSHI,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,26453411588,USDT,1621787401,0xe83addbe930e1c242536717ff5d72df6e9264af1,liquidation,554473597638100.0,554473597638100.0,1.0,4219905567156961.5,7.610651950124516,26453411588.0,2.964425170986091e+22,,,,,,,
169357805103553253847,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,354241297807409658195122,BUSD,1621631747,0xe0886d78834d088861c8d49711b281a5479cd804,liquidation,458200000000000.0,455320000000000.0,0.9937145351374944,,,3.520147265771929e+23,,,,,,,,
45504595949678785771,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,753093203082428960,WETH,1608817184,0xdf9f662f301693d4a6366867842506ece5635f1c,liquidation,1703340000000000.0,,,1.820481e+16,10.687713551023284,,4.863400867652212e+20,,,,,,,
10859545171391332794,AAVE,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2312598170,USDT,1621793152,0x66c34139e5f1214be4eddf11f580fa8a4164643c,liquidation,543850000000000.0,543850000000000.0,1.0,1.2739733979601818e+17,234.2508776243784,2312598170.0,2.5438579870000003e+21,,,,,,,
175851331218558593,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,382875661,USDT,1623472648,0x873d5ef79b910472b2ac39dd355381060127630a,liquidation,437419965181305.0,437419965181305.0,1.0,,,382875661.0,,,,,,,,
62934349313,USDC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,54589112541707033979817,SUSD,1621431352,0xf54f75716f8ace53a2ad0ef021e3182036dff8e1,liquidation,420143240414382.0,450960000000000.0,1.073348221799841,410719770416729.0,0.9775708161141452,5.859312687627264e+22,61522783219.52211,,,,,,,
20850943137167385842,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,51864921340933341895837,DAI,1623100548,0xa8784701b293edd70b6d29bdea6bcfce2f601548,liquidation,379334738298564.0,382880000000000.0,1.0093459979893686,,,5.234965079150446e+22,,,,,,,,
13110519194817794344,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,196459636,USDT,1624701378,0xdc6cea09616f277c8259fcaf6ddc02eba8e19ae1,liquidation,566910000000000.0,566910000000000.0,1.0,9344589916596254.0,16.483374639001347,196459636.0,2.161055996e+20,,,,,,,
560539980000000000,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1215500000,USDT,1622311463,0xf050c442cca8f59cf74421b8617e9241f6bda18f,liquidation,439200000000000.0,439200000000000.0,1.0,,,1215500000.0,,,,,,,,
7465116061093867535,UNI,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,135169816,USDT,1624168707,0xb94e1bd8bb1b82c8c68d5edca05449ffcb3607ea,liquidation,453181359872151.0,453181359872151.0,1.0,9026260888639116.0,19.917546677527856,135169816.0,1.486867976e+20,,,,,,,
11038880619711160695,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,24744553189,USDT,1621471035,0x8849af657726c113e2913030b0a108ed626171d9,liquidation,424870053523283.0,424870053523283.0,1.0,,,24744553189.0,,,,,,,,
3220431531518040000,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,7625752484,USDC,1621469065,0x92c3e33d1350851799ecdc297bcb785af7faadf6,liquidation,406644124895552.0,402200000000000.0,0.989071218238568,,,7542412299.335667,,,,,,,,
389463856599720000,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,857019313,USDC,1621704955,0x9c271e995550a2e6ce28336d8721f1b360a50b5c,liquidation,432620000000000.0,432800000000000.0,1.0004160695298414,,,857375892.6226249,,,,,,,,
1079299849388247226472,ENJ,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1185563031,USDT,1621725577,0x08d0a7c724c4fb01f6a36f2612d61ad9979ac5d3,liquidation,510950000000000.0,422866407716825.0,1.0,422866407716825.0,0.827608195942509,1185563030.9999998,8.93237401233229e+20,,,,,,,
26354228183790539,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,70480837,USDT,1621552359,0xd2e6f46ca10f30059230ec4812f17086882314c8,liquidation,356114739910699.0,356114739910699.0,1.0,,,70480837.0,,,,,,,,
335185469686399976312939,REN,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,300931040826,USDC,1616479889,0x73b072312c9360960e12e1558af3fbfe2ec85535,liquidation,597640000000000.0,598470000000000.0,1.0013887959306609,591040000000000.0,0.9889565624790844,301348972630.9086,3.3148386989399945e+23,,,,,,,
941238679994585032810,MANA,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,657585222,USDC,1621704367,0x3e0ab0f1daadd7adcc411b717ab01cfa5ed1d65e,liquidation,427860000000000.0,427734530225314.0,0.99970675039806,328714813101934.0,0.7682765696768429,657392385.3954068,7.231316243133994e+20,,,,,,,
1090927866022159357153,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,27467550858,USDC,1621433446,0x6c48d5b77b57a2ec7b23d2ca624e0c158919bffa,liquidation,420110000000000.0,412230725741804.0,0.9812447352879102,1.141713e+16,27.17652519578205,26952389670.66542,2.9647628637731964e+22,,,,,,,
17242174580,USDC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,16421118648,USDC,1621471035,0x8ca964e7dba52deb032a3fd99740bd100058a77c,liquidation,424870053523283.0,419023742552676.0,0.986239766907256,419023742552676.0,0.986239766907256,16195160227.759912,17004918238.753412,,,,,,,
249781416030623773240,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,6856796101,USDC,1621449856,0x1cc7d14e50303e582b23538c97f1d58780644d9b,liquidation,379730000000000.0,378398758670910.0,0.9964942424114764,1.142624416150684e+16,30.09044363496916,6832757836.035961,7.516033620132267e+21,,,,,,,
174570236262569449766,CRV,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,108863517335392766,WETH,1626827462,0x5da562fb7653dd993f3693c3532f471e8b50a768,liquidation,562148116701802.0,,,717150000000000.0,1.2757313930136682,,2.227047306859729e+20,,,,,,,
35335551984471495957,UNI,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,510518437222686546219,DAI,1624641490,0xbf3d7eaa9943bcf731e18ee5bdebc34ae4fc11a8,liquidation,546200000000000.0,551580913745396.0,1.0098515447553935,8766000000000000.0,16.049066276089345,5.155478324554395e+20,5.671026157009834e+20,,,,,,,
119019307356000914078,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1769540254,USDT,1621793373,0x52aaf065a52618bd1671e567a636be0fc3beb9e2,liquidation,543850000000000.0,543850000000000.0,1.0,8894362917818776.0,16.354441330916202,1769540254.0,1.9464942794e+21,,,,,,,
31969500793136366146,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,68235423232405481168780,DAI,1621472054,0x828a2d3f75e7a97e75807d2ecb1b581fc1698e14,liquidation,446079814965256.0,446207294835848.0,1.0002857781641654,,,6.825492342638789e+22,,,,,,,,
754198775859323340000,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2477868595410,USDT,1621192863,0x8877889ff4a0fa0415d7572cbc871ede200e2f78,liquidation,289880000000000.0,289880000000000.0,1.0,,,2477868595410.0,,,,,,,,
795765675797610000,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1420619465,USDC,1626425363,0x6ac2f6e137fff39a5615c4dbe28ca384a07cd447,liquidation,531695000000000.0,533480000000000.0,1.0033571878614618,,,1425388751.4236543,,,,,,,,
13898904,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,5033684074,USDC,1621393957,0x76136814aab8564fd0d0365455868c9b3f80f3f0,liquidation,322670000000000.0,323692250420412.0,1.0031680987399263,1.2895267831757283e+19,39964.26017837817,5049631282.172027,555459415650.3011,,,,,,,
9189335,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,4528919863,USDT,1615861222,0x57dc4a5d2786cb0fef99fa526b0ff5038e185460,liquidation,572140000000000.0,572140000000000.0,1.0,3.1017410957472915e+19,54212.97402291907,4528919863.0,498181179642.901,,,,,,,
2252172017300136697,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,5278973109,USDC,1621612006,0x230d08aac2119ae9ae662703aefe2c953b0ff72e,liquidation,405996259281982.0,406314956805747.0,1.0007849765028098,,,5283116978.84953,,,,,,,,
762147076040969815,AAVE,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,142244802472355528606,DAI,1624494292,0xc0d47ae3b0972b02abdd1bb168f32f162f26dd4b,liquidation,508425121427355.0,512145000000000.0,1.0073164728017407,1.051436964302114e+17,206.8027168583458,1.432855327008335e+20,1.5761408597091684e+20,,,,,,,
152534577290462201215,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2503898490,USDT,1621783062,0xb20c4d681a9fb703394843e84812ac827d7734bf,liquidation,514650192224703.0,514650192224703.0,1.0,9292942284222936.0,18.056813005455005,2503898490.0,2.754288339e+21,,,,,,,
136320619934006404,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,285047504949690671452,DAI,1624057306,0x22393ac052b5042ef842e8d22b5315832b2953d2,liquidation,452800000000000.0,455465000000000.0,1.0058856007067138,,,2.867251807462696e+20,,,,,,,,
29869030843310988000,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,92999529362,USDT,1621222452,0x7dfb612c4227a7f252e1631340416fab0f9081a4,liquidation,305880000000000.0,305880000000000.0,1.0,,,92999529362.0,,,,,,,,
5645339404306012049,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,11821682641,USDC,1621661472,0xf807ea9aa78d0615e1f87aeaf9ca2a660ff029f6,liquidation,453992012125248.0,454801053425325.0,1.001782060649679,,,11842749596.44752,,,,,,,,
8573236768676608761,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,132415208,USDT,1624674236,0x827e419822915cef1ac701f5b54d5696f67afa44,liquidation,549871209003254.0,549871209003254.0,1.0,9342147397275068.0,16.98970094144315,132415208.0,1.4565672880000002e+20,,,,,,,
6804187430427828000,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,8614509339,USDT,1614493191,0x5319f004e683f61d52343b1ee440a13993edda5c,liquidation,752240000000000.0,752240000000000.0,1.0,,,8614509339.0,,,,,,,,
60007598065403246474875,CRV,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,94071149901,USDT,1621430638,0x7e8b062d0693ee611ca197f3a5ca412559f4a2f5,liquidation,444780000000000.0,444780000000000.0,1.0,801850307497197.0,1.802802076301086,94071149901.0,1.0818182238615e+23,,,,,,,
22623806465931825000,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,50032468010,USDC,1621471464,0xa1025868e2a0455b9b17792fd434273884102d38,liquidation,429850831561374.0,430650000000000.0,1.001859176207065,,,50125487184.104935,,,,,,,,
45306998742186203440,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,714086467265361702467,SUSD,1621796912,0x354c7682ffe97fb6a0fa6e13e2cf07cf92f054bb,liquidation,526299714475590.0,524461128861461.0,0.9965065806354064,9092671455541976.0,17.276603436127644,7.115918637726227e+20,7.82751050149885e+20,,,,,,,
3284090439,USDC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,3104491095817519897162,BUSD,1621540355,0xc65ee4f20226ff0f7aa546a368036e640c57d3be,liquidation,357040000000000.0,358390000000000.0,1.0037810889536187,355730000000000.0,0.9963309433116738,3.116229452806524e+21,3272040925.009719,,,,,,,
161239079,WBTC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,81576055404,USDC,1618716571,0x0297acbe62ac90c4d79654eece1aeeea3b2bcf9a,liquidation,463300000000000.0,477700000000000.0,1.0310813727606305,2.658522358e+19,57382.30861213038,84111551190.35355,9252270591513.67,,,,,,,
911272405173736894,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1542986696629143108513,TUSD,1624692533,0x001a642d2095f8864d0f9a256ada847bb2e19520,liquidation,561680000000000.0,562466600012715.0,1.0014004415551827,,,1.5451475593181968e+21,,,,,,,,
7487815593,USDC,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,416869395389465190320,LINK,1609955384,0xf39b1b135db1f3da3843afde8314bedf4537ba96,liquidation,843980000000000.0,1.421998364086529e+16,16.84872110816049,833493630818883.0,0.9875750975365328,7.023716181444583e+21,7394780214.592546,,,,,,,
9472777182377861459,AAVE,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2018949064,USDC,1621793316,0xf9867baa9f55737804b44f94ca00a4936abc7617,liquidation,543850000000000.0,543400000000000.0,0.99917256596488,1.2739733979601818e+17,234.2508776243784,2017278516.8292727,2.2190063685122e+21,,,,,,,
128730093705347548,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,238685997,USDT,1624491158,0xf68fc6379d4582619c3ad51f54ef81ad0dc7f981,liquidation,513645923029109.0,513645923029109.0,1.0,,,238685997.0,,,,,,,,
584666466596994580,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1314041784738293761878,DAI,1621703008,0xb140a85f9b7aee435080166727a357745df3e4d3,liquidation,423046394878189.0,423750000000000.0,1.001663186663046,,,1.3162272815093554e+21,,,,,,,,
769235150265,AmmUniWBTCWETH,0xacc030ef66f9dfeae9cbb0cd1b25654b82cfa8d5,1261459977,AmmUSDC,1621795048,0x1825e17795db36d3be6bad1efa3343078fe0aee4,liquidation,520351565603298.0,516240287755957.0,0.9920990381905082,9.661795802327013e+23,1856782306.6170812,1251493229.8975203,1.428302216639984e+21,,,,,,,
12266999602272019807,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,29123759770,USDT,1621458998,0xfe8438a3809571d2aaf48b9fa758e60072cf8d3e,liquidation,401145211206657.0,401145211206657.0,1.0,,,29123759770.0,,,,,,,,
2314640458720907836788,LINK,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,59908013007575769095912,DAI,1621432801,0x160e305dbecf3e50bbe507cab95fa63fedf2ce1b,liquidation,402503975344341.0,399498325476123.0,0.9925326206638166,1.137389e+16,28.25783270903019,5.946065714917119e+22,6.540672286408831e+22,,,,,,,
615163526210730243940,SNX,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,9213015508,USDC,1621450896,0xb4c8cddc137f46348231c937c4d36b643320af22,liquidation,381752336502016.0,384450000000000.0,1.0070665277983697,6333500000000000.0,16.59059917755488,9278119538.194092,1.02059314920135e+22,,,,,,,
32192459763935335137,SNX,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,171346003876003304377,DAI,1624670116,0x6f7ddf630133b0d7fae1780dcab021b4a13bb090,liquidation,549871209003254.0,550500000000000.0,1.0011435241315614,3223070663377912.0,5.861501039889577,1.7154194216628214e+20,1.886961363829103e+20,,,,,,,
190745049946408221577,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,446124637352437603091792,TUSD,1621435025,0x8877889ff4a0fa0415d7572cbc871ede200e2f78,liquidation,406180000000000.0,407200000000000.0,1.0025112019301787,,,4.4724494640285736e+23,,,,,,,,
22504741926712813,WETH,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,60185904,USDT,1621552396,0x9d02f545eda2b7c610c97e54b826684a77bbd678,liquidation,356114739910699.0,356114739910699.0,1.0,,,60185904.0,,,,,,,,
