date,LINK_deposited,WBTC_borrowed,WETH_deposited,WBTC_deposited,USDC_borrowed,UNI_deposited,YFI_deposited,ZRX_deposited,DAI_borrowed,USDT_borrowed,user
2021-04-09,710.5399438841274,3.8848846581425436e-07,19.92372625083185,0.4159822572911494,20155.226217486856,142.2488122892209,0.0314643293264065,1741.700100031084,13100.272931924503,10075.948724994672,0x4110ea8b4d77ff4c4115cb8f4bbf396804807889
2021-04-10,710.5399664789575,3.884924884947796e-07,19.923849793075853,0.4159824584461692,20165.326284240742,142.2489960729231,0.031464494341907484,1741.700412691329,13103.489544433543,10078.408264101916,0x4110ea8b4d77ff4c4115cb8f4bbf396804807889
2021-04-11,710.5399793936086,3.88497289593136e-07,19.923953527805907,0.41598295348695624,20175.42889626325,142.24917800596316,0.03146468243171913,1741.7007339088796,13106.706946758672,10080.86840358266,0x4110ea8b4d77ff4c4115cb8f4bbf396804807889
2021-04-12,710.5399922082012,3.885013639112016e-07,19.924051571196078,0.41598344336472853,20185.53405419685,142.24936493212738,0.0314648672607716,1741.7010917232978,13109.925139093826,10083.32914358346,0x4110ea8b4d77ff4c4115cb8f4bbf396804807889
2021-04-13,710.5400052067702,3.8850540596293864e-07,19.9241416297177,0.4159839287405621,20195.64175868419,142.24953907595733,0.03146505171661707,1741.7013634808377,13113.144121632993,10085.790484250898,0x4110ea8b4d77ff4c4115cb8f4bbf396804807889
2021-04-14,710.5400183469908,3.885092454330428e-07,19.924223589346273,0.4159842900766808,20205.75201036807,142.24970670870738,0.03146523070537339,1741.7016270985448,13116.363894570204,10088.252425731598,0x4110ea8b4d77ff4c4115cb8f4bbf396804807889
2021-04-15,710.5400260331598,3.8851241118097953e-07,19.92430506373862,0.41598444877264745,20215.864809891453,142.2498858264025,0.03146535109300569,1741.701861463358,13119.58445809954,10090.71496817222,0x4110ea8b4d77ff4c4115cb8f4bbf396804807889
2021-04-16,710.5400326841171,3.8851579363716145e-07,19.924388789818565,0.41598461986349167,20225.980157897473,142.2500687891156,0.03146546592036938,1741.7069537184225,13122.805812415128,10093.178111719459,0x4110ea8b4d77ff4c4115cb8f4bbf396804807889
2021-04-17,710.5400391164067,3.8851916542204727e-07,19.92447919766913,0.415984785885558,20236.098055029415,142.25025340174432,0.03146558051858239,1741.7071868862586,13126.027957711145,10095.641856520042,0x4110ea8b4d77ff4c4115cb8f4bbf396804807889
2021-04-18,710.54004517008,3.8852261506314043e-07,19.92457461764247,0.41598495535901475,20246.218501930736,142.2504375196403,0.03146569721612608,1741.7074194950933,13129.250894181814,10098.106202720737,0x4110ea8b4d77ff4c4115cb8f4bbf396804807889
2021-04-19,710.5400509533844,3.8852685258191324e-07,19.924674263599226,0.4159851636603307,20256.34149924505,142.25062385461692,0.03146581636856448,1741.707656497634,13132.474622021406,10100.571150468346,0x4110ea8b4d77ff4c4115cb8f4bbf396804807889
2021-04-20,710.5400567338888,3.8853106333683027e-07,19.924782785651864,0.4159853670922047,20266.467047616134,142.25081175359696,0.03146593821204153,1741.7078880598876,13135.69914142424,10103.036699909706,0x4110ea8b4d77ff4c4115cb8f4bbf396804807889
2021-04-21,710.5400627630547,3.8853571551233384e-07,19.924890177763494,0.4159855972666164,20276.595147687935,142.25099775445906,0.0314660673430885,1741.708118399731,13138.924452584683,10105.50285119169,0x4110ea8b4d77ff4c4115cb8f4bbf396804807889
